# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dens[1]-dens[1]        7:dens[1]-dens[2]        8:dens[2]-dens[2]        9:dens[2]-dens[3]       10:dens[3]-dens[3]       11:T-dens[1]             12:T-dens[2]             13:T-dens[3]          
  681       1.743089025039e+03       3.746923807138e+01       0.000000000000e+00      -6.471503172819e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  682       1.744416680656e+03       3.751572487076e+01       0.000000000000e+00      -6.643218904891e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  683       1.745931320959e+03       3.755626825845e+01       0.000000000000e+00      -6.814425268296e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  684       1.747632057885e+03       3.759085006328e+01       0.000000000000e+00      -6.985044674593e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  685       1.749517978013e+03       3.761945235281e+01       0.000000000000e+00      -7.154998715284e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  686       1.751588142449e+03       3.764205743476e+01       0.000000000000e+00      -7.324208158958e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  687       1.753841586717e+03       3.765864785843e+01       0.000000000000e+00      -7.492592948434e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  688       1.756277320649e+03       3.766920641608e+01       0.000000000000e+00      -7.660072197895e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  689       1.758894328269e+03       3.767371614438e+01       0.000000000000e+00      -7.826564190038e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  690       1.761691567686e+03       3.767216032577e+01       0.000000000000e+00      -7.991986373211e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  691       1.764667970978e+03       3.766452248992e+01       0.000000000000e+00      -8.156255358555e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  692       1.767822444087e+03       3.765078641508e+01       0.000000000000e+00      -8.319286917145e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  693       1.771153866699e+03       3.763093612956e+01       0.000000000000e+00      -8.480995977132e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  694       1.774661092142e+03       3.760495591305e+01       0.000000000000e+00      -8.641296620886e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  695       1.778342947265e+03       3.757283029813e+01       0.000000000000e+00      -8.800102082134e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  696       1.782198232335e+03       3.753454407160e+01       0.000000000000e+00      -8.957324743105e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  697       1.786225720921e+03       3.749008227591e+01       0.000000000000e+00      -9.112876131667e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  698       1.790424159782e+03       3.743943021059e+01       0.000000000000e+00      -9.266666918475e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  699       1.794792268758e+03       3.738257343365e+01       0.000000000000e+00      -9.418606914106e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  700       1.799328497549e+03       3.731951004711e+01       0.000000000000e+00      -9.568613581409e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  701       1.804030290729e+03       3.725028783178e+01       0.000000000000e+00      -9.716637772897e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  702       1.808894807200e+03       3.717496788880e+01       0.000000000000e+00      -9.862638523818e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  703       1.813919161746e+03       3.709361242999e+01       0.000000000000e+00      -1.000657458472e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  704       1.819100424860e+03       3.700628478222e+01       0.000000000000e+00      -1.014840442069e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  705       1.824435622575e+03       3.691304939184e+01       0.000000000000e+00      -1.028808621056e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  706       1.829921736289e+03       3.681397182913e+01       0.000000000000e+00      -1.042557784614e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  707       1.835555702601e+03       3.670911879263e+01       0.000000000000e+00      -1.056083693144e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  708       1.841334413133e+03       3.659855811364e+01       0.000000000000e+00      -1.069382078191e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  709       1.847254714362e+03       3.648235876057e+01       0.000000000000e+00      -1.082448642361e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  710       1.853313407452e+03       3.636059084339e+01       0.000000000000e+00      -1.095279059252e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  711       1.859507248077e+03       3.623332561801e+01       0.000000000000e+00      -1.107868973368e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  712       1.865832946255e+03       3.610063549074e+01       0.000000000000e+00      -1.120214000046e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  713       1.872287166175e+03       3.596259402265e+01       0.000000000000e+00      -1.132309725378e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  714       1.878866526028e+03       3.581927593402e+01       0.000000000000e+00      -1.144151706133e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  715       1.885567597832e+03       3.567075710874e+01       0.000000000000e+00      -1.155735469678e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  716       1.892386907266e+03       3.551711459871e+01       0.000000000000e+00      -1.167056513901e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  717       1.899320933495e+03       3.535842662828e+01       0.000000000000e+00      -1.178110307137e+02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
